S.No,Full Name,Admission Number,Student ID,PEN No,Student Register No,Parivar Pechan Patar,APAAR ID,Date of Birth,Age,Gender,Blood Group,Nationality,Religion,Category,Caste,Height,Weight,Aadhaar Number,Mobile Number,Email,Emergency Contact,Login Enabled,Verified Status,Branch Name,House No,Street,City,State,Pin Code,Permanent House No,Permanent Street,Permanent City,Permanent State,Permanent Pin Code,Same as Present Address,Current Class,Current Section,Current Roll No,Current Stream,Current House,Current Fee Group,Current Semester,Admit Class,Admit Section,Admit Roll No,Admit Stream,Admit House,Admit Fee Group,Admit Semester,Admit Group,Current Group,Admit Date,Father Name,Father Email,Father Contact,Father Qualification,Father Occupation,Father Organization,Father Designation,Father Office Contact,Father Aadhaar,Father Annual Income,Father Campus Employee,Mother Name,Mother Contact,Mother Qualification,Mother Occupation,Mother Aadhaar,Mother Annual Income,Mother Campus Employee,Has Sibling,Linked Sibling Names,Guardian Name,Guardian Contact,Guardian Address,Guardian Email,Guardian Aadhaar,Guardian Occupation,Guardian Annual Income,Transport Route,Transport Fee (₹/month),Academic Registration No,Previous School,Previous School Address,TC Date,Previous Class,Previous Percentage,Previous Attendance,Extra Activities,Belongs to BPL,Minority Status,Disability,Account Number,Bank Name,IFSC Code,Medium of Instruction,Last Year Result,Single Parent,Only Child,Only Girl Child,Adopted Child,Sibling Admission No,Transfer Case,Living With,Mother Tongue,Admission Type,UDISE No,Documents Verified,Birth Certificate Submitted,Student Aadhaar Submitted,Father Aadhaar Submitted,Mother Aadhaar Submitted,TC Submitted,Marksheet Submitted,Office Admission Date,Admitted Class,Receipt No,Payment Mode,Paid Amount,Checked By,Verified By,Approved By,Created At,Updated At,School ID,Status,ishostelopted,Is Hosteller
11,fsdfsdfsd,40,b825ad37-b0e6-498a-9c90-b17b3193b71b,,,,,,,,,Indian,,,,,,,,s40@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 9,A,,,,,,Class 9,A,,,,,,,,23-07-2026,fsffs,p40@sc001.gyansetu.ai,,,,,,,,,no,fsdf,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
12,sfsfs,39,9e6eab01-c648-4df5-829b-9c5c18a71303,,,,,,,,,Indian,,,,,,,,s39@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 10,A,,,,,,Class 10,A,,,,,,,,23-07-2026,sfsf,p39@sc001.gyansetu.ai,,,,,,,,,no,sfsfs,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
13,ffdss,38,4bd663a1-f1ee-40cc-aab8-31da50d3b4bb,,,,,,,,,Indian,,,,,,,,s38@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 10,A,,,,,,Class 10,A,,,,,,,,23-07-2026,sfsf,p38@sc001.gyansetu.ai,,,,,,,,,no,sfsfs,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
14,Saamu Do,37,a31aad66-90cf-4e2d-86a9-c416d2a04862,,,,,15-05-2010,16,,,Indian,,,,,,,,s37@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p37@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
15,Saamu Do,36,84038165-3521-4759-ae96-409a5bc97170,,,,,15-05-2010,16,,,Indian,,,,,,,,s36@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p36@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
16,Saamu Do,35,46ee3555-aa6e-4f05-bbf3-90cc998b7604,,,,,15-05-2010,16,,,Indian,,,,,,,,s35@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p35@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
17,Saamu Do,34,51352e26-7dfd-4089-864b-d4fb8eba651f,,,,,15-05-2010,16,,,Indian,,,,,,,,s34@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p34@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
18,Saamu Do,33,98217ca0-7bca-47d9-900e-78b84d5f03d0,,,,,15-05-2010,16,,,Indian,,,,,,,,s33@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p33@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
19,wewe,32,2c545a2f-eab7-4252-b118-70d0018bdf27,,,,,,,,,Indian,,,,,,,,s32@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 10,B,,,,,,Class 10,B,,,,,,,,23-07-2026,wewe,p32@sc001.gyansetu.ai,,,,,,,,,no,wewe,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
20,Saamu Do,31,8cf48999-e158-478b-8f40-d627d114cc74,,,,,15-05-2010,16,,,Indian,,,,,,,,s31@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p31@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
21,asas,30,00f1cd8b-8a20-4794-ac62-53a80b57e433,,,,,,,,,Indian,,,,,,,,s30@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 10,A,,,,,,Class 10,A,,,,,,,,23-07-2026,fddfd,p30@sc001.gyansetu.ai,,,,,,,,,no,fdfd,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
22,Sam NN,29,f7171bb5-b358-4ae9-a6af-f6541b77a9df,,,,,,,,,Indian,,,,,,,,s29@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 10,A,,,,,,Class 10,A,,,,,,,,23-07-2026,dwd,p29@sc001.gyansetu.ai,,,,,,,,,no,dwwdw,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
23,Sara NN,28,7f5e32c6-137e-4130-b492-d2147ec89339,,,,,,,,,Indian,,,,,,,,s28@sc001.gyansetu.ai,,Yes,No,,,,,,,,,,,,No,Class 10,A,,,,,,Class 10,A,,,,,,,,23-07-2026,NJN nn,p28@sc001.gyansetu.ai,,,,,,,,,no,Ded,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,23-07-2026,42,,false,
24,Saamu Do,27,8eedc843-c2cc-413c-93be-bb88def62170,,,,,15-05-2010,16,,,Indian,,,,,,,,s27@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p27@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
25,Saamu Do,26,a968c05a-2bd8-4955-b86f-8c63ec29c051,,,,,15-05-2010,16,,,Indian,,,,,,,,s26@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p26@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
26,Jaanu Do,25,da3110ad-929e-4fdc-9813-c8320798cb16,,,,,15-05-2010,16,,,Indian,,,,,,,,s25@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p25@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
27,Jaanu Do,24,33ce9df4-8ac9-4c1a-8e0d-a1aadcd18b9e,,,,,15-05-2010,16,,,Indian,,,,,,,,s24@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p24@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
28,Emily Doe,23,287c1131-f85d-4801-b068-ec8f3d3373b8,,,,,15-05-2005,21,,,Indian,,,,,,,,s23@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p23@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
29,Emily Doe,22,b10d60bb-db25-4d33-b923-68e364016cea,,,,,15-05-2005,21,,,Indian,,,,,,,,s22@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,23-07-2026,John Doe,p22@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,23-07-2026,29-07-2026,42,,false,
30,Emily Doe,21,5973934d-c24d-4bee-98de-c5f8bbffb591,,,,,15-05-2005,21,,,Indian,,,,,,,,s21@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,22-07-2026,John Doe,p21@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,22-07-2026,29-07-2026,42,,false,
31,Emily Doe,20,4c0f8389-085d-480b-9c27-c9e01f3c944a,,,,,15-05-2005,21,,,Indian,,,,,,,,s20@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,22-07-2026,John Doe,p20@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,22-07-2026,29-07-2026,42,,false,
32,Emily Doe,19,154c90e3-6fac-4481-8ffc-96af97c53f04,,,,,15-05-2005,21,,,Indian,,,,,,,,s19@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,22-07-2026,John Doe,p19@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,22-07-2026,29-07-2026,42,,false,
33,Emily Doe,18,c65efc86-1f54-4546-ae9c-64165fcc6ed7,,,,,15-05-2005,21,,,Indian,,,,,,,,s18@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,22-07-2026,John Doe,p18@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,22-07-2026,29-07-2026,42,,false,
34,Emily Doe,17,fcc37a2c-079a-4471-9385-eac56253982d,,,,,15-05-2005,21,,,Indian,,,,,,,,s17@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,22-07-2026,John Doe,p17@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,22-07-2026,29-07-2026,42,,false,
35,Emily Doe,16,185da6ae-361c-4166-bd05-8f4d183e871f,,,,,15-05-2005,21,,,Indian,,,,,,,,s16@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,03-07-2026,John Doe,p16@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,03-07-2026,29-07-2026,42,,false,
36,Emily Doe,15,a7df45e9-e579-405d-a912-aab7113f2b6a,,,,,15-05-2005,21,,,Indian,,,,,,,,s15@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,03-07-2026,John Doe,p15@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,03-07-2026,29-07-2026,42,,false,
37,Emily Doe,14,44caff4d-469d-45f7-abed-0b14bb8d930f,,,,,15-05-2005,21,,,Indian,,,,,,,,s14@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,05-06-2026,John Doe,p14@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,05-06-2026,29-07-2026,42,,false,
38,Anjali VN,13,1c4b7f59-2dac-4b0c-b77e-fdbd3dc88d6e,,,,,,,,,Indian,,,,,,,,s13@sc001.gyansetu.ai,,Yes,No,,,rbfhekja,fdjsak,Kerala,754888,,,,,,No,Class 10,A,,,,,,Class 10,A,,,,,,,,01-06-2026,Tehj VB,p13@sc001.gyansetu.ai,,,,,,,,,no,Uii VV,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,01-06-2026,01-06-2026,42,,false,
39,Aneesh VA,12,d5b6a374-bee4-4bce-b30f-b43536d5a927,,,,,,,,,Indian,,,,,,,,s12@sc001.gyansetu.ai,,Yes,No,,,fdgds,grd,Karnataka,343434,,fdgds,grd,Karnataka,343434,Yes,Class 10,A,,,,,,Class 10,A,,,,,,,,01-06-2026,Vasudevan VV,p12@sc001.gyansetu.ai,,,,,,,,,no,Vani LM,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,01-06-2026,28-07-2026,42,,false,
40,Babu KI,11,c7b0a120-27ee-4455-a1be-991f699c9e9d,,,,,,,,,Indian,,,,,,,,s11@sc001.gyansetu.ai,,Yes,No,,,ddfi,hjvd,Kerala,765876,,ddfi,hjvd,Kerala,765876,Yes,Class 10,A,,,,,,Class 10,A,,,,,,,,27-05-2026,Shahi NM,p11@sc001.gyansetu.ai,,,,,,,,,no,Saahi KL,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,27-05-2026,27-05-2026,42,,false,
41,Suni KL,10,afb11b12-e700-431b-ba1d-8118f62c948c,,,,,,,,,Indian,,,,,,,,s10@sc001.gyansetu.ai,,Yes,No,,,eydwhu,efgdhwfehd,Kerala,678788,,,,,,No,Class 9,A,,,,,,Class 9,A,,,,,,,,27-05-2026,KLi KL,p10@sc001.gyansetu.ai,,,,,,,,,no,Kili KL,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,27-05-2026,27-05-2026,42,,false,
42,Anoop KL,9,0d06fe1d-6895-4c4a-ad5f-a049f0311cf2,,,,,,,,,Indian,,,,,,,,s9@sc001.gyansetu.ai,,Yes,No,,,ddfi,hjvd,Kerala,765876,,ddfi,hjvd,Kerala,765876,Yes,Class 10,A,,,,,,Class 10,A,,,,,,,,27-05-2026,Kiran NM,p9@sc001.gyansetu.ai,,,,,,,,,no,Vert KL,,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,27-05-2026,27-05-2026,42,,false,
43,Emily Doe,8,9287e3b0-a42c-491e-b944-d0a4e04cad1d,,,,,15-05-2005,21,,,Indian,,,,,,,,s8@sc001.gyansetu.ai,,Yes,No,,,,Bangalore,Karnataka,,,,,,,No,Class 9,B,,,,,,Class 9,B,,,,,,,,27-05-2026,John Doe,p8@sc001.gyansetu.ai,1234567890,,,,,,,,no,Elisabth Doe,0987654321,,,,,no,no,,,,,,,,,,0,,,,,,,,,No,no,,,,,,,no,no,no,no,,no,,,new,,No,No,No,No,No,No,No,,,,,,,,,27-05-2026,29-07-2026,42,,false,
