Full Name,Admission Number,Email,Student Register No,Parivar Pechan Patar,APAAR ID,Aadhaar Number,Admit Date,Age,Date of Birth,Category,Branch Name,PEN No,Student ID,Height,Weight,Religion,Caste,Nationality,Gender,Blood Group,ishostelopted,Transport Route,Admit Group,Admit Stream,Admit Class,Admit Section,Admit Roll No,Admit Semester,Admit House,Current Group,Current Stream,Current Class,Current Section,Current Roll No,Current Semester,Current House,Academic Registration No,Previous School,School Address,TC Date,Previous Class,Percentage,Extra Activities,Father Name,Father Email,Father Contact,Father Qualification,Father Occupation,Father Aadhaar,Father Annual Income,Mother Name,Mother Contact,Mother Qualification,Mother Occupation,Mother Aadhaar,Mother Annual Income,Guardian Name,Guardian Address,Guardian Contact,Guardian Email,Guardian Aadhaar,Guardian Occupation,Guardian Annual Income,Mobile Number,Emergency Contact,House No,Street,City,State,Pin Code,Permanent House No,Permanent Street,Permanent City,Permanent State,Permanent Pin Code,Transport Mode,transport_busId,Pickup Point,transport_pickupDriverId,transport_pickupRouteId,transport_pickupBusId,transport_pickupLocation,transport_pickupArea,transport_dropDriverId,transport_dropRouteId,transport_dropBusId,transport_dropLocation,transport_dropArea,Belongs to BPL,Minority,Disability,Type of Disability,Bank Account No,Bank Name,IFSC Code,Medium of Instruction,Last Year Result,Single Parent,Only Child,Only Girl Child,Transfer Case,Living With,Mother Tongue,Admission Type,UDISE No,fatherSignature,motherSignature,guardianSignature
fsdfsdfsd,40,s40@sc001.gyansetu.ai,REG-40-00011,,,,23/07/2026,17,11/11/2008,General,,,b825ad37-b0e6-498a-9c90-b17b3193b71b,,,,,Indian,Other,,false,,,,Class 9,A,,,,,,Class 9,A,,,,ACAD-40-00011,,,,,,,fsffs,p40@sc001.gyansetu.ai,9000002011,,,,,fsdf,9000002011,,,,,,,9000002011,,,,,9000002011,9000002011,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
sfsfs,39,s39@sc001.gyansetu.ai,REG-39-00012,,,,23/07/2026,18,12/12/2007,General,,,9e6eab01-c648-4df5-829b-9c5c18a71303,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-39-00012,,,,,,,sfsf,p39@sc001.gyansetu.ai,9000002012,,,,,sfsfs,9000002012,,,,,,,9000002012,,,,,9000002012,9000002012,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
ffdss,38,s38@sc001.gyansetu.ai,REG-38-00013,,,,23/07/2026,20,13/01/2006,General,,,4bd663a1-f1ee-40cc-aab8-31da50d3b4bb,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-38-00013,,,,,,,sfsf,p38@sc001.gyansetu.ai,9000002013,,,,,sfsfs,9000002013,,,,,,,9000002013,,,,,9000002013,9000002013,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,37,s37@sc001.gyansetu.ai,REG-37-00014,,,,23/07/2026,16,15/05/2010,General,,,a31aad66-90cf-4e2d-86a9-c416d2a04862,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-37-00014,,,,,,,John Doe,p37@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,36,s36@sc001.gyansetu.ai,REG-36-00015,,,,23/07/2026,16,15/05/2010,General,,,84038165-3521-4759-ae96-409a5bc97170,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-36-00015,,,,,,,John Doe,p36@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,35,s35@sc001.gyansetu.ai,REG-35-00016,,,,23/07/2026,16,15/05/2010,General,,,46ee3555-aa6e-4f05-bbf3-90cc998b7604,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-35-00016,,,,,,,John Doe,p35@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,34,s34@sc001.gyansetu.ai,REG-34-00017,,,,23/07/2026,16,15/05/2010,General,,,51352e26-7dfd-4089-864b-d4fb8eba651f,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-34-00017,,,,,,,John Doe,p34@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,33,s33@sc001.gyansetu.ai,REG-33-00018,,,,23/07/2026,16,15/05/2010,General,,,98217ca0-7bca-47d9-900e-78b84d5f03d0,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-33-00018,,,,,,,John Doe,p33@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
wewe,32,s32@sc001.gyansetu.ai,REG-32-00019,,,,23/07/2026,18,19/07/2008,General,,,2c545a2f-eab7-4252-b118-70d0018bdf27,,,,,Indian,Other,,false,,,,Class 10,B,,,,,,Class 10,B,,,,ACAD-32-00019,,,,,,,wewe,p32@sc001.gyansetu.ai,9000002019,,,,,wewe,9000002019,,,,,,,9000002019,,,,,9000002019,9000002019,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,31,s31@sc001.gyansetu.ai,REG-31-00020,,,,23/07/2026,16,15/05/2010,General,,,8cf48999-e158-478b-8f40-d627d114cc74,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-31-00020,,,,,,,John Doe,p31@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
asas,30,s30@sc001.gyansetu.ai,REG-30-00021,,,,23/07/2026,19,21/09/2006,General,,,00f1cd8b-8a20-4794-ac62-53a80b57e433,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-30-00021,,,,,,,fddfd,p30@sc001.gyansetu.ai,9000002021,,,,,fdfd,9000002021,,,,,,,9000002021,,,,,9000002021,9000002021,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Sam NN,29,s29@sc001.gyansetu.ai,REG-29-00022,,,,23/07/2026,20,22/10/2005,General,,,f7171bb5-b358-4ae9-a6af-f6541b77a9df,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-29-00022,,,,,,,dwd,p29@sc001.gyansetu.ai,9000002022,,,,,dwwdw,9000002022,,,,,,,9000002022,,,,,9000002022,9000002022,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Sara NN,28,s28@sc001.gyansetu.ai,REG-28-00023,,,,23/07/2026,21,23/11/2004,General,,,7f5e32c6-137e-4130-b492-d2147ec89339,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-28-00023,,,,,,,NJN nn,p28@sc001.gyansetu.ai,9000002023,,,,,Ded,9000002023,,,,,,,9000002023,,,,,9000002023,9000002023,,,,,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,27,s27@sc001.gyansetu.ai,REG-27-00024,,,,23/07/2026,16,15/05/2010,General,,,8eedc843-c2cc-413c-93be-bb88def62170,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-27-00024,,,,,,,John Doe,p27@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Saamu Do,26,s26@sc001.gyansetu.ai,REG-26-00025,,,,23/07/2026,16,15/05/2010,General,,,a968c05a-2bd8-4955-b86f-8c63ec29c051,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-26-00025,,,,,,,John Doe,p26@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Jaanu Do,25,s25@sc001.gyansetu.ai,REG-25-00026,,,,23/07/2026,16,15/05/2010,General,,,da3110ad-929e-4fdc-9813-c8320798cb16,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-25-00026,,,,,,,John Doe,p25@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Jaanu Do,24,s24@sc001.gyansetu.ai,REG-24-00027,,,,23/07/2026,16,15/05/2010,General,,,33ce9df4-8ac9-4c1a-8e0d-a1aadcd18b9e,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-24-00027,,,,,,,John Doe,p24@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,23,s23@sc001.gyansetu.ai,REG-23-00028,,,,23/07/2026,21,15/05/2005,General,,,287c1131-f85d-4801-b068-ec8f3d3373b8,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-23-00028,,,,,,,John Doe,p23@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,22,s22@sc001.gyansetu.ai,REG-22-00029,,,,23/07/2026,21,15/05/2005,General,,,b10d60bb-db25-4d33-b923-68e364016cea,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-22-00029,,,,,,,John Doe,p22@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,21,s21@sc001.gyansetu.ai,REG-21-00030,,,,22/07/2026,21,15/05/2005,General,,,5973934d-c24d-4bee-98de-c5f8bbffb591,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-21-00030,,,,,,,John Doe,p21@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,20,s20@sc001.gyansetu.ai,REG-20-00031,,,,22/07/2026,21,15/05/2005,General,,,4c0f8389-085d-480b-9c27-c9e01f3c944a,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-20-00031,,,,,,,John Doe,p20@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,19,s19@sc001.gyansetu.ai,REG-19-00032,,,,22/07/2026,21,15/05/2005,General,,,154c90e3-6fac-4481-8ffc-96af97c53f04,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-19-00032,,,,,,,John Doe,p19@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,18,s18@sc001.gyansetu.ai,REG-18-00033,,,,22/07/2026,21,15/05/2005,General,,,c65efc86-1f54-4546-ae9c-64165fcc6ed7,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-18-00033,,,,,,,John Doe,p18@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,17,s17@sc001.gyansetu.ai,REG-17-00034,,,,22/07/2026,21,15/05/2005,General,,,fcc37a2c-079a-4471-9385-eac56253982d,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-17-00034,,,,,,,John Doe,p17@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,16,s16@sc001.gyansetu.ai,REG-16-00035,,,,07/03/2026,21,15/05/2005,General,,,185da6ae-361c-4166-bd05-8f4d183e871f,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-16-00035,,,,,,,John Doe,p16@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,15,s15@sc001.gyansetu.ai,REG-15-00036,,,,07/03/2026,21,15/05/2005,General,,,a7df45e9-e579-405d-a912-aab7113f2b6a,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-15-00036,,,,,,,John Doe,p15@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,14,s14@sc001.gyansetu.ai,REG-14-00037,,,,06/05/2026,21,15/05/2005,General,,,44caff4d-469d-45f7-abed-0b14bb8d930f,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-14-00037,,,,,,,John Doe,p14@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Anjali VN,13,s13@sc001.gyansetu.ai,REG-13-00038,,,,06/01/2026,20,02/10/2005,General,,,1c4b7f59-2dac-4b0c-b77e-fdbd3dc88d6e,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-13-00038,,,,,,,Tehj VB,p13@sc001.gyansetu.ai,9000002038,,,,,Uii VV,9000002038,,,,,,,9000002038,,,,,9000002038,9000002038,,rbfhekja,fdjsak,Kerala,754888,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Aneesh VA,12,s12@sc001.gyansetu.ai,REG-12-00039,,,,06/01/2026,21,03/11/2004,General,,,d5b6a374-bee4-4bce-b30f-b43536d5a927,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-12-00039,,,,,,,Vasudevan VV,p12@sc001.gyansetu.ai,9000002039,,,,,Vani LM,9000002039,,,,,,,9000002039,,,,,9000002039,9000002039,,fdgds,grd,Karnataka,343434,,fdgds,grd,Karnataka,343434,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Babu KI,11,s11@sc001.gyansetu.ai,REG-11-00040,,,,27/05/2026,22,04/12/2003,General,,,c7b0a120-27ee-4455-a1be-991f699c9e9d,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-11-00040,,,,,,,Shahi NM,p11@sc001.gyansetu.ai,9000002040,,,,,Saahi KL,9000002040,,,,,,,9000002040,,,,,9000002040,9000002040,,ddfi,hjvd,Kerala,765876,,ddfi,hjvd,Kerala,765876,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Suni KL,10,s10@sc001.gyansetu.ai,REG-10-00041,,,,27/05/2026,16,13/05/2010,General,,,afb11b12-e700-431b-ba1d-8118f62c948c,,,,,Indian,Other,,false,,,,Class 9,A,,,,,,Class 9,A,,,,ACAD-10-00041,,,,,,,KLi KL,p10@sc001.gyansetu.ai,9000002041,,,,,Kili KL,9000002041,,,,,,,9000002041,,,,,9000002041,9000002041,,eydwhu,efgdhwfehd,Kerala,678788,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Anoop KL,9,s9@sc001.gyansetu.ai,REG-9-00042,,,,27/05/2026,17,14/06/2009,General,,,0d06fe1d-6895-4c4a-ad5f-a049f0311cf2,,,,,Indian,Other,,false,,,,Class 10,A,,,,,,Class 10,A,,,,ACAD-9-00042,,,,,,,Kiran NM,p9@sc001.gyansetu.ai,9000002042,,,,,Vert KL,9000002042,,,,,,,9000002042,,,,,9000002042,9000002042,,ddfi,hjvd,Kerala,765876,,ddfi,hjvd,Kerala,765876,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Emily Doe,8,s8@sc001.gyansetu.ai,REG-8-00043,,,,27/05/2026,21,15/05/2005,General,,,9287e3b0-a42c-491e-b944-d0a4e04cad1d,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-8-00043,,,,,,,John Doe,p8@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Sameer NN,7,s7@sc001.gyansetu.ai,REG-7-00044,,,,27/05/2026,20,12/10/2005,General,,,663f7b6f-d512-4346-9aa9-1a713de538d5,,,,,Indian,Other,,false,,,,Class 9,B,,,,,,Class 9,B,,,,ACAD-7-00044,,,,,,,John Doe,p7@sc001.gyansetu.ai,1234567890,,,,,Elisabth Doe,0987654321,,,,,,,1234567890,,,,,1234567890,1234567890,,,Bangalore,Karnataka,,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Rihan NM,6,s6@sc001.gyansetu.ai,REG-6-00045,,,,26/05/2026,19,17/09/2006,General,,,43b7ceae-1bbf-416d-ba87-27391057668e,,,,,Indian,Other,,false,,,,Class 12,A,,,,,,Class 12,A,,,,ACAD-6-00045,,,,,,,Sam SA,p6@sc001.gyansetu.ai,9000002045,,,,,Ale NN,9000002045,,,,,,,9000002045,,,,,9000002045,9000002045,,ddfi,hjvd,Kerala,765876,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
Scn SN,5,s5@sc001.gyansetu.ai,REG-5-00046,,,,26/05/2026,20,18/10/2005,General,,,9c360c1e-3d64-4464-9264-34ab6a519b0a,,,,,Indian,Other,,false,,Senior Secondary,Science,Class 12,A,,,,Senior Secondary,Science,Class 12,A,,,,ACAD-5-00046,,,,,,,Faji KL,p5@sc001.gyansetu.ai,9000002046,,,,,Faridha NM,9000002046,,,,,,,9000002046,,,,,9000002046,9000002046,,eydwhu,efgdhwfehd,Kerala,678788,,,,,,Self,,,,,,,,,,,,,No,no,no,,,,,,,no,no,no,no,,,new,,,,
